,_Rk,_Player,_Nation,_Pos,_Squad,_Age,_Born,_90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
304,305,Iñigo Lekue,es ESP,DF,Athletic Club,29,1993,14.7,951.0,45.0,265.0,450.0,249.0,13.0,951.0,22.0,11.0,50.0,9.0,40.9,521.0,2856.0,1643.0,42.0,25.0,6.0,17.0,3.0,506.0,59.0,Matches
305,306,Thomas Lemar,fr FRA,MF,Atlético Madrid,26,1995,13.9,936.0,17.0,148.0,483.0,316.0,23.0,936.0,44.0,21.0,47.7,15.0,34.1,607.0,3165.0,1620.0,36.0,36.0,3.0,20.0,19.0,744.0,79.0,Matches
306,307,Sergio León,es ESP,FW,Valladolid,33,1989,14.8,345.0,5.0,26.0,159.0,170.0,49.0,343.0,30.0,10.0,33.3,17.0,56.7,210.0,1122.0,563.0,21.0,16.0,6.0,45.0,17.0,242.0,75.0,Matches
307,308,Robert Lewandowski,pl POL,FW,Barcelona,33,1988,31.6,1155.0,17.0,41.0,432.0,694.0,210.0,1154.0,59.0,30.0,50.8,26.0,44.1,781.0,3757.0,1361.0,52.0,38.0,25.0,94.0,50.0,998.0,248.0,Matches
308,309,Samuel Lino,br BRA,FWMF,Valencia,22,1999,32.1,1611.0,15.0,178.0,582.0,881.0,162.0,1611.0,121.0,53.0,43.8,50.0,41.3,1073.0,7128.0,4026.0,144.0,100.0,60.0,85.0,57.0,1165.0,260.0,Matches
309,310,Pol Lirola,es ESP,DF,Elche,24,1997,7.0,396.0,18.0,126.0,159.0,117.0,8.0,396.0,19.0,7.0,36.8,10.0,52.6,213.0,1264.0,727.0,21.0,18.0,1.0,8.0,5.0,210.0,35.0,Matches
310,311,Javier Llabrés,es ESP,FW,Mallorca,19,2002,0.2,5.0,1.0,2.0,2.0,1.0,0.0,5.0,0.0,0.0,,0.0,,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Matches
311,312,Marcos Llorente,es ESP,MFDF,Atlético Madrid,27,1995,18.9,997.0,35.0,216.0,378.0,415.0,64.0,997.0,27.0,12.0,44.4,13.0,48.1,558.0,3321.0,1942.0,64.0,45.0,15.0,23.0,11.0,661.0,139.0,Matches
312,313,Giovani Lo Celso,ar ARG,MFFW,Villarreal,26,1996,12.5,854.0,10.0,113.0,367.0,388.0,42.0,854.0,47.0,22.0,46.8,15.0,31.9,555.0,3286.0,1600.0,35.0,28.0,10.0,31.0,23.0,651.0,70.0,Matches
313,314,David López,es ESP,DF,Girona,32,1989,18.4,1379.0,207.0,795.0,553.0,37.0,16.0,1379.0,6.0,6.0,100.0,0.0,0.0,823.0,4281.0,2574.0,18.0,5.0,0.0,8.0,1.0,959.0,4.0,Matches
314,315,Diego López,es ESP,GK,Rayo Vallecano,40,1981,1.1,29.0,23.0,29.0,0.0,0.0,0.0,29.0,0.0,0.0,,0.0,,14.0,92.0,64.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,Matches
315,316,Diego López,es ESP,FWMF,Valencia,20,2002,5.0,215.0,4.0,37.0,78.0,104.0,27.0,215.0,19.0,9.0,47.4,8.0,42.1,135.0,1113.0,598.0,21.0,9.0,5.0,13.0,6.0,146.0,46.0,Matches
316,317,Unai López,es ESP,MF,Rayo Vallecano,26,1995,13.9,1076.0,9.0,142.0,633.0,311.0,22.0,1076.0,27.0,12.0,44.4,14.0,51.9,635.0,2797.0,1067.0,17.0,18.0,5.0,27.0,19.0,757.0,43.0,Matches
317,318,Anthony Lozano,hn HON,FW,Cádiz,29,1993,16.0,495.0,20.0,61.0,246.0,199.0,47.0,495.0,44.0,17.0,38.6,22.0,50.0,313.0,1693.0,658.0,19.0,15.0,7.0,62.0,37.0,397.0,58.0,Matches
318,319,Pol Lozano,es ESP,MF,Espanyol,22,1999,0.2,12.0,2.0,7.0,4.0,1.0,0.0,12.0,0.0,0.0,,0.0,,7.0,29.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,Matches
319,320,José Luis Gayà,es ESP,DF,Valencia,27,1995,30.1,1986.0,77.0,570.0,734.0,703.0,49.0,1985.0,36.0,25.0,69.4,11.0,30.6,1006.0,5028.0,2991.0,74.0,69.0,8.0,19.0,12.0,1132.0,200.0,Matches
320,321,José Luis Morales,es ESP,FWMF,Villarreal,35,1987,13.5,402.0,2.0,35.0,142.0,233.0,79.0,402.0,51.0,18.0,35.3,27.0,52.9,233.0,1565.0,769.0,40.0,22.0,26.0,24.0,11.0,283.0,92.0,Matches
321,322,Andriy Lunin,ua UKR,GK,Real Madrid,23,1999,7.0,234.0,186.0,232.0,2.0,0.0,0.0,234.0,0.0,0.0,,0.0,,144.0,645.0,257.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,Matches
322,323,Awer Mabil,au AUS,MFFW,Cádiz,26,1995,1.8,77.0,2.0,11.0,31.0,36.0,2.0,77.0,4.0,2.0,50.0,2.0,50.0,47.0,235.0,132.0,5.0,2.0,0.0,7.0,1.0,57.0,14.0,Matches
323,324,Darwin Machís,ve VEN,FW,Valladolid,29,1993,6.7,295.0,7.0,41.0,110.0,148.0,32.0,295.0,30.0,11.0,36.7,16.0,53.3,199.0,1326.0,588.0,29.0,17.0,11.0,21.0,6.0,204.0,53.0,Matches
324,325,Pablo Maffeo,es ESP,DF,Mallorca,25,1997,33.1,1599.0,104.0,462.0,660.0,499.0,56.0,1599.0,85.0,35.0,41.2,35.0,41.2,804.0,4817.0,2118.0,67.0,52.0,14.0,62.0,36.0,860.0,134.0,Matches
325,326,Lisandro Magallán,ar ARG,DF,Elche,28,1993,10.0,480.0,77.0,302.0,163.0,20.0,11.0,480.0,1.0,1.0,100.0,0.0,0.0,249.0,1337.0,533.0,2.0,1.0,0.0,3.0,0.0,250.0,0.0,Matches
326,327,Jon Magunacelaya,es ESP,MFFW,Real Sociedad,22,2000,0.7,28.0,1.0,9.0,4.0,15.0,2.0,28.0,1.0,1.0,100.0,0.0,0.0,18.0,111.0,70.0,2.0,1.0,0.0,3.0,0.0,15.0,3.0,Matches
327,328,Nemanja Maksimović,rs SRB,MF,Getafe,27,1995,22.8,794.0,44.0,189.0,437.0,174.0,35.0,794.0,9.0,3.0,33.3,6.0,66.7,300.0,1251.0,545.0,13.0,12.0,4.0,17.0,7.0,346.0,29.0,Matches
328,329,Hugo Mallo,es ESP,DF,Celta Vigo,31,1991,24.0,1694.0,90.0,549.0,744.0,415.0,51.0,1694.0,17.0,5.0,29.4,9.0,52.9,853.0,3500.0,1784.0,27.0,22.0,2.0,19.0,7.0,999.0,108.0,Matches
329,330,Mickael Malsa,mq MTQ,MF,Valladolid,26,1995,0.8,31.0,4.0,12.0,18.0,1.0,0.0,31.0,1.0,1.0,100.0,0.0,0.0,17.0,77.0,9.0,0.0,0.0,0.0,2.0,2.0,15.0,0.0,Matches
330,331,Giorgi Mamardashvili,ge GEO,GK,Valencia,21,2000,38.0,1180.0,973.0,1153.0,30.0,0.0,0.0,1180.0,0.0,0.0,,0.0,,604.0,3176.0,1830.0,0.0,0.0,0.0,2.0,1.0,470.0,0.0,Matches
331,332,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,28,1994,20.6,1297.0,102.0,501.0,658.0,143.0,15.0,1297.0,24.0,6.0,25.0,12.0,50.0,708.0,3214.0,1819.0,28.0,20.0,9.0,20.0,9.0,770.0,41.0,Matches
332,333,Aïssa Mandi,dz ALG,DF,Villarreal,30,1991,16.2,1051.0,143.0,573.0,429.0,51.0,6.0,1051.0,3.0,1.0,33.3,1.0,33.3,614.0,2874.0,1516.0,7.0,7.0,0.0,3.0,2.0,726.0,9.0,Matches
333,334,Marcão,br BRA,DF,Sevilla,26,1996,4.2,255.0,26.0,120.0,130.0,5.0,0.0,255.0,1.0,1.0,100.0,0.0,0.0,150.0,824.0,422.0,1.0,0.0,0.0,8.0,0.0,186.0,0.0,Matches
334,335,Agustín Marchesín,ar ARG,GK,Celta Vigo,34,1988,19.0,677.0,550.0,673.0,6.0,0.0,0.0,677.0,0.0,0.0,,0.0,,392.0,1729.0,1123.0,0.0,0.0,0.0,0.0,0.0,325.0,0.0,Matches
335,336,Óscar de Marcos,es ESP,DF,Athletic Club,33,1989,31.3,2218.0,93.0,525.0,1042.0,671.0,34.0,2218.0,31.0,12.0,38.7,17.0,54.8,1119.0,4785.0,2851.0,76.0,68.0,8.0,26.0,19.0,1245.0,153.0,Matches
336,337,Alberto Marí,es ESP,FWMF,Valencia,21,2001,1.0,30.0,0.0,3.0,12.0,15.0,7.0,30.0,4.0,1.0,25.0,3.0,75.0,21.0,71.0,27.0,1.0,0.0,1.0,2.0,1.0,26.0,6.0,Matches
337,338,José Mari,es ESP,MF,Cádiz,34,1987,4.4,260.0,15.0,82.0,153.0,29.0,2.0,260.0,6.0,3.0,50.0,3.0,50.0,129.0,694.0,321.0,5.0,1.0,0.0,6.0,7.0,146.0,4.0,Matches
338,339,José María Giménez,uy URU,DF,Atlético Madrid,27,1995,26.9,1623.0,277.0,941.0,643.0,50.0,30.0,1623.0,10.0,6.0,60.0,4.0,40.0,861.0,3631.0,1867.0,9.0,5.0,0.0,9.0,1.0,1041.0,3.0,Matches
339,340,Mariano,do DOM,FW,Real Madrid,28,1993,1.7,52.0,0.0,3.0,21.0,29.0,8.0,52.0,1.0,0.0,0.0,1.0,100.0,31.0,186.0,94.0,3.0,2.0,0.0,2.0,3.0,42.0,12.0,Matches
340,341,Pablo Marín,es ESP,MFFW,Real Sociedad,19,2003,4.0,215.0,4.0,38.0,89.0,89.0,10.0,215.0,9.0,5.0,55.6,3.0,33.3,132.0,629.0,302.0,9.0,8.0,3.0,8.0,5.0,155.0,24.0,Matches
341,342,Diego Mariño,es ESP,GK,Almería,32,1990,0.5,10.0,10.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,,2.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
342,343,Roger Martí,es ESP,FW,Elche,31,1991,7.3,226.0,8.0,27.0,107.0,93.0,19.0,226.0,7.0,3.0,42.9,4.0,57.1,135.0,618.0,215.0,8.0,6.0,6.0,25.0,10.0,153.0,50.0,Matches
343,344,Roger Martí,es ESP,FW,Cádiz,31,1991,7.1,211.0,8.0,22.0,106.0,86.0,21.0,211.0,7.0,5.0,71.4,1.0,14.3,120.0,422.0,118.0,7.0,5.0,3.0,29.0,8.0,136.0,34.0,Matches
344,345,Ander Martin,es ESP,MFFW,Real Sociedad,21,2000,0.5,29.0,2.0,7.0,7.0,15.0,0.0,29.0,1.0,1.0,100.0,0.0,0.0,10.0,54.0,23.0,1.0,1.0,0.0,0.0,0.0,14.0,0.0,Matches
345,346,Andrés Martín,es ESP,FWMF,Rayo Vallecano,23,1999,2.3,102.0,3.0,22.0,32.0,48.0,5.0,102.0,6.0,3.0,50.0,2.0,33.3,53.0,188.0,95.0,3.0,3.0,1.0,7.0,2.0,62.0,22.0,Matches
346,347,Carlos Martín,es ESP,FWMF,Atlético Madrid,20,2002,0.3,14.0,0.0,0.0,9.0,5.0,1.0,14.0,0.0,0.0,,0.0,,6.0,20.0,8.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,Matches
347,348,Iván Martín,es ESP,MF,Girona,23,1999,17.6,822.0,23.0,132.0,425.0,274.0,36.0,822.0,48.0,26.0,54.2,18.0,37.5,540.0,3377.0,1213.0,30.0,19.0,6.0,32.0,37.0,631.0,82.0,Matches
348,349,Arnau Martinez,es ESP,DF,Girona,19,2003,30.4,1902.0,98.0,631.0,861.0,427.0,53.0,1902.0,48.0,24.0,50.0,19.0,39.6,967.0,5242.0,3015.0,64.0,31.0,9.0,36.0,17.0,1116.0,98.0,Matches
349,350,Iñigo Martínez,es ESP,DF,Athletic Club,31,1991,14.9,914.0,117.0,451.0,430.0,38.0,15.0,914.0,0.0,0.0,,0.0,,495.0,3173.0,2165.0,11.0,10.0,0.0,4.0,2.0,529.0,4.0,Matches
350,351,Roger Martínez,es ESP,DF,Espanyol,18,2004,0.1,6.0,0.0,0.0,1.0,5.0,1.0,6.0,0.0,0.0,,0.0,,3.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,Matches
351,352,Omar Mascarell,gq EQG,MFDF,Elche,29,1993,27.2,1539.0,112.0,519.0,882.0,150.0,5.0,1539.0,33.0,21.0,63.6,10.0,30.3,839.0,5302.0,2337.0,27.0,21.0,1.0,14.0,11.0,929.0,6.0,Matches
352,353,Jordi Masip,es ESP,GK,Valladolid,33,1989,27.9,1025.0,947.0,1025.0,0.0,0.0,0.0,1025.0,0.0,0.0,,0.0,,539.0,2791.0,1785.0,0.0,0.0,0.0,0.0,0.0,427.0,0.0,Matches
353,354,Jaime Mata,es ESP,FWMF,Getafe,33,1988,4.9,190.0,8.0,29.0,73.0,90.0,20.0,190.0,5.0,2.0,40.0,3.0,60.0,102.0,369.0,104.0,2.0,6.0,0.0,16.0,7.0,131.0,33.0,Matches
354,355,Borja Mayoral,es ESP,FW,Getafe,25,1997,30.7,1040.0,15.0,106.0,495.0,449.0,118.0,1038.0,70.0,27.0,38.6,35.0,50.0,639.0,3327.0,1531.0,58.0,35.0,25.0,63.0,54.0,763.0,166.0,Matches
355,356,Mamadou Mbaye,sn SEN,DF,Cádiz,24,1998,8.4,393.0,68.0,232.0,150.0,15.0,11.0,393.0,5.0,5.0,100.0,0.0,0.0,176.0,777.0,299.0,2.0,2.0,0.0,6.0,1.0,204.0,1.0,Matches
356,357,Fernando Medrano,es ESP,DF,Celta Vigo,22,2000,0.1,6.0,1.0,5.0,1.0,0.0,0.0,6.0,0.0,0.0,,0.0,,4.0,34.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Matches
357,358,Gonzalo Melero,es ESP,MF,Almería,28,1994,20.6,943.0,44.0,204.0,526.0,221.0,35.0,942.0,36.0,17.0,47.2,18.0,50.0,573.0,2999.0,1408.0,31.0,28.0,4.0,37.0,19.0,672.0,37.0,Matches
358,359,Memphis,nl NED,FW,Atlético Madrid,28,1994,3.0,139.0,0.0,7.0,47.0,86.0,27.0,139.0,11.0,4.0,36.4,6.0,54.5,87.0,368.0,181.0,4.0,2.0,4.0,16.0,9.0,122.0,22.0,Matches
359,360,Memphis,nl NED,FW,Barcelona,28,1994,1.3,84.0,0.0,5.0,25.0,55.0,13.0,84.0,7.0,3.0,42.9,3.0,42.9,50.0,233.0,91.0,2.0,2.0,3.0,7.0,4.0,69.0,19.0,Matches
360,361,Houboulang Mendes,gw GNB,DF,Almería,24,1998,9.8,436.0,29.0,160.0,183.0,97.0,1.0,436.0,21.0,9.0,42.9,9.0,42.9,201.0,1270.0,704.0,18.0,10.0,1.0,16.0,10.0,227.0,30.0,Matches
361,362,Brais Méndez,es ESP,MF,Real Sociedad,25,1997,26.7,1608.0,25.0,170.0,776.0,675.0,60.0,1608.0,53.0,15.0,28.3,34.0,64.2,886.0,3755.0,1653.0,41.0,44.0,5.0,49.0,29.0,1093.0,138.0,Matches
362,363,Diego Méndez,es ESP,MF,Rayo Vallecano,18,2003,0.0,3.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Matches
363,364,Ferland Mendy,fr FRA,DF,Real Madrid,27,1995,15.0,971.0,42.0,265.0,426.0,287.0,8.0,971.0,29.0,19.0,65.5,8.0,27.6,591.0,3059.0,1427.0,23.0,25.0,2.0,20.0,17.0,697.0,73.0,Matches
364,365,Jorge Meré,es ESP,DF,Cádiz,25,1997,6.7,283.0,45.0,148.0,127.0,11.0,6.0,283.0,0.0,0.0,,0.0,,142.0,474.0,182.0,1.0,0.0,0.0,3.0,1.0,146.0,0.0,Matches
365,366,Mikel Merino,es ESP,MF,Real Sociedad,26,1996,27.7,1861.0,86.0,356.0,1024.0,496.0,79.0,1860.0,42.0,22.0,52.4,16.0,38.1,1020.0,3933.0,1763.0,30.0,42.0,4.0,48.0,37.0,1263.0,107.0,Matches
366,367,Roque Mesa,es ESP,MF,Valladolid,33,1989,18.0,1134.0,62.0,286.0,683.0,181.0,9.0,1134.0,31.0,15.0,48.4,14.0,45.2,748.0,4717.0,2201.0,29.0,23.0,3.0,21.0,21.0,772.0,24.0,Matches
367,368,Éder Militão,br BRA,DF,Real Madrid,24,1998,30.0,2216.0,314.0,1088.0,984.0,157.0,31.0,2216.0,19.0,11.0,57.9,6.0,31.6,1378.0,7011.0,3877.0,28.0,20.0,1.0,16.0,6.0,1505.0,16.0,Matches
368,369,Luis Milla,es ESP,MF,Getafe,27,1994,20.6,1132.0,43.0,238.0,704.0,202.0,5.0,1132.0,15.0,12.0,80.0,2.0,13.3,572.0,2604.0,1203.0,15.0,11.0,1.0,20.0,12.0,629.0,7.0,Matches
369,370,Pere Milla,es ESP,FWMF,Elche,29,1992,20.5,822.0,28.0,148.0,445.0,245.0,59.0,819.0,44.0,17.0,38.6,23.0,52.3,482.0,2068.0,963.0,23.0,27.0,5.0,47.0,22.0,558.0,83.0,Matches
370,371,Marko Milovanović,rs SRB,FW,Almería,18,2003,0.2,12.0,0.0,1.0,5.0,6.0,1.0,12.0,0.0,0.0,,0.0,,5.0,20.0,8.0,0.0,1.0,0.0,0.0,3.0,10.0,3.0,Matches
371,372,Óscar Mingueza,es ESP,DF,Celta Vigo,23,1999,14.3,1032.0,50.0,351.0,490.0,209.0,17.0,1032.0,28.0,14.0,50.0,7.0,25.0,596.0,3238.0,1751.0,24.0,19.0,2.0,18.0,11.0,649.0,40.0,Matches
372,373,Rafa Mir,es ESP,FW,Sevilla,25,1997,14.4,396.0,12.0,36.0,170.0,192.0,71.0,396.0,14.0,0.0,0.0,13.0,92.9,188.0,859.0,332.0,12.0,5.0,8.0,24.0,12.0,277.0,54.0,Matches
373,374,Juan Miranda,es ESP,DF,Betis,22,2000,16.4,1014.0,67.0,298.0,418.0,306.0,33.0,1014.0,18.0,9.0,50.0,7.0,38.9,478.0,2263.0,1187.0,26.0,22.0,0.0,17.0,8.0,560.0,87.0,Matches
374,375,Stefan Mitrović,rs SRB,DF,Getafe,32,1990,18.7,663.0,110.0,396.0,260.0,11.0,8.0,663.0,1.0,0.0,0.0,1.0,100.0,312.0,1443.0,616.0,1.0,0.0,0.0,2.0,0.0,331.0,1.0,Matches
375,376,Luka Modrić,hr CRO,MF,Real Madrid,36,1985,19.4,1681.0,19.0,213.0,885.0,592.0,47.0,1680.0,47.0,19.0,40.4,21.0,44.7,1132.0,5681.0,2532.0,50.0,49.0,14.0,31.0,19.0,1361.0,87.0,Matches
376,377,Johan Mojica,co COL,DF,Villarreal,29,1992,7.1,458.0,17.0,137.0,174.0,151.0,9.0,458.0,14.0,6.0,42.9,6.0,42.9,286.0,1820.0,884.0,27.0,15.0,5.0,10.0,5.0,276.0,38.0,Matches
377,378,Johan Mojica,co COL,DFMF,Elche,29,1992,3.0,209.0,12.0,65.0,76.0,70.0,4.0,209.0,9.0,4.0,44.4,4.0,44.4,125.0,649.0,356.0,14.0,11.0,2.0,5.0,4.0,112.0,11.0,Matches
378,379,Nahuel Molina,ar ARG,DF,Atlético Madrid,24,1998,31.9,2229.0,87.0,696.0,833.0,709.0,47.0,2229.0,51.0,21.0,41.2,24.0,47.1,1080.0,4854.0,2929.0,73.0,43.0,9.0,32.0,10.0,1386.0,249.0,Matches
379,380,Jon Moncayola,es ESP,MFDF,Osasuna,24,1998,27.2,1698.0,59.0,387.0,949.0,379.0,14.0,1698.0,8.0,4.0,50.0,3.0,37.5,869.0,3900.0,2099.0,34.0,29.0,1.0,26.0,11.0,1060.0,50.0,Matches
380,381,Monchu,es ESP,MF,Valladolid,22,1999,22.6,1276.0,48.0,319.0,693.0,270.0,24.0,1276.0,20.0,10.0,50.0,7.0,35.0,636.0,2794.0,1252.0,17.0,18.0,3.0,34.0,15.0,749.0,25.0,Matches
381,382,César Montes,mx MEX,DF,Espanyol,25,1997,17.7,989.0,154.0,511.0,422.0,66.0,29.0,989.0,5.0,2.0,40.0,3.0,60.0,499.0,2365.0,1487.0,13.0,5.0,0.0,5.0,3.0,551.0,4.0,Matches
382,383,Gonzalo Montiel,ar ARG,DF,Sevilla,25,1997,16.9,1023.0,54.0,291.0,433.0,310.0,33.0,1023.0,23.0,10.0,43.5,12.0,52.2,532.0,2769.0,1584.0,34.0,28.0,5.0,23.0,9.0,576.0,87.0,Matches
383,384,Martín Montoya,es ESP,DF,Betis,31,1991,5.0,302.0,22.0,95.0,161.0,48.0,5.0,302.0,5.0,2.0,40.0,3.0,60.0,151.0,594.0,309.0,6.0,2.0,0.0,7.0,4.0,167.0,12.0,Matches
384,385,Álvaro Morata,es ESP,FW,Atlético Madrid,29,1992,21.1,655.0,29.0,68.0,297.0,299.0,105.0,655.0,41.0,20.0,48.8,16.0,39.0,387.0,2142.0,929.0,33.0,19.0,16.0,55.0,24.0,527.0,102.0,Matches
385,386,Jon Morcillo,es ESP,FWMF,Athletic Club,23,1998,0.8,51.0,0.0,9.0,13.0,30.0,3.0,51.0,5.0,3.0,60.0,0.0,0.0,37.0,332.0,198.0,6.0,6.0,1.0,0.0,2.0,38.0,15.0,Matches
386,387,Alberto Moreno,es ESP,DF,Villarreal,30,1992,14.4,872.0,27.0,247.0,298.0,331.0,28.0,872.0,16.0,6.0,37.5,8.0,50.0,490.0,2569.0,1333.0,41.0,32.0,7.0,17.0,6.0,549.0,97.0,Matches
387,388,Álex Moreno,es ESP,DF,Betis,29,1993,15.0,883.0,59.0,291.0,365.0,237.0,36.0,883.0,40.0,14.0,35.0,21.0,52.5,401.0,2628.0,1496.0,49.0,36.0,12.0,28.0,6.0,465.0,76.0,Matches
388,389,Diego Moreno,es ESP,DF,Osasuna,21,2001,7.1,389.0,35.0,134.0,176.0,81.0,7.0,389.0,11.0,3.0,27.3,8.0,72.7,177.0,867.0,393.0,9.0,5.0,2.0,8.0,3.0,184.0,19.0,Matches
389,390,Gerard Moreno,es ESP,FW,Villarreal,30,1992,13.7,634.0,16.0,57.0,282.0,309.0,67.0,632.0,56.0,29.0,51.8,20.0,35.7,401.0,1986.0,828.0,21.0,20.0,11.0,32.0,19.0,508.0,108.0,Matches
390,391,Tete Morente,es ESP,MFDF,Elche,25,1996,23.0,1068.0,40.0,190.0,379.0,509.0,60.0,1068.0,74.0,32.0,43.2,40.0,54.1,640.0,3751.0,1773.0,60.0,39.0,15.0,40.0,21.0,703.0,193.0,Matches
391,392,Ilaix Moriba,gn GUI,MF,Valencia,19,2003,11.2,654.0,18.0,123.0,339.0,197.0,15.0,654.0,30.0,12.0,40.0,10.0,33.3,383.0,1895.0,883.0,16.0,13.0,2.0,21.0,13.0,445.0,30.0,Matches
392,393,Manu Morlanes,es ESP,MF,Villarreal,23,1999,1.8,60.0,5.0,15.0,34.0,11.0,0.0,60.0,0.0,0.0,,0.0,,31.0,127.0,49.0,1.0,1.0,0.0,0.0,1.0,36.0,1.0,Matches
393,394,Manu Morlanes,es ESP,MF,Mallorca,23,1999,7.8,303.0,15.0,84.0,163.0,60.0,4.0,303.0,14.0,9.0,64.3,3.0,21.4,160.0,913.0,405.0,10.0,8.0,1.0,6.0,3.0,168.0,6.0,Matches
394,395,Loren Morón,es ESP,FW,Betis,28,1993,0.2,11.0,1.0,2.0,5.0,4.0,0.0,11.0,0.0,0.0,,0.0,,4.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,Matches
395,396,Cristhian Mosquera,co COL,DF,Valencia,18,2004,1.6,81.0,11.0,46.0,26.0,9.0,2.0,81.0,0.0,0.0,,0.0,,38.0,180.0,61.0,0.0,1.0,0.0,2.0,0.0,38.0,1.0,Matches
396,397,Abdul Mumin,gh GHA,DF,Rayo Vallecano,24,1998,10.2,493.0,59.0,248.0,231.0,19.0,8.0,493.0,9.0,5.0,55.6,4.0,44.4,268.0,1328.0,646.0,5.0,6.0,0.0,4.0,5.0,270.0,1.0,Matches
397,398,Iker Muniain,es ESP,MFFW,Athletic Club,29,1992,18.8,1256.0,5.0,86.0,612.0,575.0,40.0,1256.0,66.0,39.0,59.1,15.0,22.7,823.0,4049.0,1867.0,50.0,55.0,9.0,30.0,30.0,961.0,103.0,Matches
398,399,Aihen Muñoz,es ESP,DF,Real Sociedad,24,1997,19.5,1226.0,39.0,340.0,531.0,366.0,9.0,1226.0,40.0,19.0,47.5,18.0,45.0,624.0,3038.0,1395.0,37.0,32.0,2.0,25.0,18.0,704.0,87.0,Matches
399,400,Álvaro Muñoz,uy URU,FW,Real Madrid,18,2004,0.9,23.0,1.0,2.0,9.0,12.0,4.0,23.0,0.0,0.0,,0.0,,17.0,47.0,6.0,0.0,0.0,0.0,5.0,3.0,17.0,3.0,Matches
400,401,Iker Muñoz,es ESP,MF,Osasuna,19,2002,2.8,134.0,9.0,43.0,78.0,13.0,0.0,134.0,2.0,1.0,50.0,0.0,0.0,63.0,331.0,166.0,0.0,2.0,0.0,1.0,2.0,83.0,4.0,Matches
401,402,Pablo Muñoz,es ESP,MF,Rayo Vallecano,18,2003,0.1,6.0,0.0,1.0,2.0,3.0,0.0,6.0,1.0,0.0,0.0,1.0,100.0,6.0,17.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,1.0,Matches
402,403,Vedat Muriqi,xk KVX,FW,Mallorca,28,1994,32.6,1194.0,90.0,160.0,592.0,450.0,112.0,1189.0,31.0,12.0,38.7,15.0,48.4,601.0,2558.0,863.0,28.0,28.0,10.0,80.0,46.0,896.0,152.0,Matches
403,404,Yunus Musah,us USA,MF,Valencia,19,2002,23.4,1030.0,27.0,154.0,487.0,405.0,51.0,1030.0,70.0,27.0,38.6,35.0,50.0,646.0,4812.0,2417.0,72.0,62.0,11.0,52.0,22.0,729.0,101.0,Matches
404,405,Francisco Mwepu,zm ZAM,FW,Cádiz,22,2000,0.2,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,,0.0,,4.0,25.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,Matches
405,406,Nacho,es ESP,DF,Real Madrid,32,1990,18.2,1327.0,95.0,503.0,629.0,205.0,19.0,1327.0,17.0,11.0,64.7,4.0,23.5,762.0,3224.0,1899.0,18.0,10.0,4.0,15.0,9.0,937.0,34.0,Matches
406,407,Juanjo Narváez,co COL,MFFW,Valladolid,27,1995,1.6,51.0,1.0,9.0,17.0,25.0,6.0,51.0,3.0,1.0,33.3,1.0,33.3,29.0,110.0,27.0,0.0,2.0,0.0,2.0,5.0,38.0,9.0,Matches
407,408,Matija Nastasić,rs SRB,DF,Mallorca,29,1993,10.1,392.0,59.0,219.0,162.0,13.0,6.0,392.0,0.0,0.0,,0.0,,202.0,833.0,432.0,4.0,2.0,0.0,2.0,0.0,221.0,1.0,Matches
408,409,Roberto Navarro,es ESP,MFFW,Real Sociedad,20,2002,3.9,212.0,2.0,25.0,76.0,118.0,20.0,212.0,18.0,7.0,38.9,9.0,50.0,128.0,886.0,389.0,17.0,15.0,9.0,21.0,16.0,131.0,28.0,Matches
409,410,Jesús Navas,es ESP,DFFW,Sevilla,36,1985,22.0,1506.0,59.0,359.0,537.0,621.0,29.0,1506.0,22.0,11.0,50.0,6.0,27.3,867.0,4515.0,2101.0,46.0,33.0,9.0,17.0,10.0,976.0,207.0,Matches
